ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MaritalStatus,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,PaymentHistory,SavingsAccountBalance,MonthlyIncome,NetWorth,InterestRate,LoanApproved,RiskScore
05-03-2022,35,20060,,Employed,High School,18975,60,Single,Mortgage,311,0.287007976,Education,23,2331,1671.666667,350394,0.284694561,0,54
06-03-2022,53,59112,591,Employed,Bachelor,8758,96,Single,Mortgage,203,0.215149054,Auto,36,11316,4926,6163,0.241631096,0,52
07-03-2022,62,47389,639,,High School,23710,48,Single,Mortgage,219,0.176889157,Debt Consolidation,25,3922,3949.083333,8423,0.20955221,0,51
08-03-2022,58,42523,648,Employed,Associate,32815,72,Single,Mortgage,582,0.145994368,Education,22,2462,3543.583333,46681,0.22431116,0,48
09-03-2022,34,82361,476,Unemployed,Doctorate,13060,48,Single,Rent,578,0.411946131,Debt Consolidation,31,693,6863.416667,2736,0.324072,0,57
10-03-2022,26,42875,561,Employed,High School,31604,84,Single,Mortgage,741,0.419341738,Auto,12,15548,3572.916667,277336,0.314823666,0,50
11-03-2022,41,21601,577,Employed,Bachelor,18373,12,Married,Rent,485,0.26409243,Auto,21,2129,1800.083333,32819,0.178206819,0,54
12-03-2022,18,20235,539,Employed,High School,38336,24,Divorced,Rent,424,0.233207201,Home,21,2419,1686.25,28693,0.1950688,0,60
13-03-2022,43,21168,584,Employed,Bachelor,13027,36,Divorced,Own,314,0.457206154,Auto,22,4100,1764,34257,0.214032009,0,61
14-03-2022,38,36496,480,Unemployed,High School,28120,108,Single,Mortgage,290,0.195680356,Auto,21,4127,3041.333333,86701,0.345713726,0,54
15-03-2022,34,19274,538,Self-Employed,Associate,23651,48,Single,Mortgage,330,0.217174707,Other,25,70414,1606.166667,32479,0.24445195,0,59
16-03-2022,20,15000,517,Employed,Associate,28503,96,Single,Own,562,0.352578102,Other,26,2288,1250,118523,0.285737958,0,51
17-03-2022,46,15000,552,Employed,High School,44507,60,Married,Mortgage,484,0.340469016,Debt Consolidation,14,2081,1250,3015,0.306406484,0,59
18-03-2022,33,166498,546,Employed,Master,13018,36,Widowed,Rent,1089,0.152275281,Other,19,6104,13874.83333,175915,0.222785972,1,36.8
19-03-2022,25,22641,579,Employed,Master,,72,Single,Rent,860,0.318246379,Education,13,2280,1886.75,8028,0.258778749,0,56
20-03-2022,18,37167,566,Employed,,15403,12,Married,Mortgage,464,0.164468657,Education,27,5820,3097.25,29080,0.213793322,0,53
21-03-2022,39,45224,552,Employed,High School,14451,84,Married,Rent,220,0.250580145,Debt Consolidation,23,3876,3768.666667,93507,0.294261161,0,51
22-03-2022,61,48667,627,,High School,19414,60,Married,Rent,611,0.253798175,Other,21,10090,4055.583333,29125,0.186461661,0,53
23-03-2022,59,96720,,Employed,Bachelor,19366,60,Single,Own,449,0.180541976,Debt Consolidation,18,2570,8060,10441,0.2650392,0,59
24-03-2022,34,53532,619,Unemployed,Doctorate,21956,72,Single,Mortgage,423,0.358104072,Other,30,1549,4461,91456,0.243722888,0,54
25-03-2022,32,40329,539,Employed,Bachelor,22823,60,Single,Mortgage,317,0.133643486,Education,18,4360,3360.75,1554,0.264219914,0,50
26-03-2022,45,55312,,Employed,Associate,43720,60,Single,Mortgage,445,0.462348416,Debt Consolidation,27,657,4609.333333,64801,0.22572718,0,57
27-03-2022,28,55664,609,Employed,Master,32278,60,Divorced,Rent,710,0.591857184,Education,17,3757,4638.666667,110005,0.278713722,0,50
28-03-2022,43,54736,609,Unemployed,High School,11036,24,Married,Rent,923,0.416380305,Debt Consolidation,23,3318,4561.333333,34866,0.193268002,0,57
29-03-2022,49,93147,654,Employed,Master,30116,24,Married,Rent,526,0.156643116,Education,23,3118,7762.25,123964,0.1633265,1,31.2
30-03-2022,54,48069,597,Employed,Doctorate,34213,72,Married,Mortgage,290,0.433686332,Education,33,717,4005.75,251261,0.234325213,0,58
31-03-2022,38,45908,641,Employed,Doctorate,27954,72,Single,Mortgage,681,0.540503534,Debt Consolidation,22,1418,3825.666667,31366,0.193260786,0,59
01-04-2022,37,17729,,Unemployed,High School,25408,24,Married,Rent,140,0.610286864,Auto,25,424,1477.416667,10628,0.209876697,0,63
02-04-2022,29,43417,551,Emploeyd,Bacheolr,28791,60,Married,Rent,235,0.157094258,Home,19,2434,3618.083333,83602,0.253680618,0,48
03-04-2022,30,31313,530,Employed,Bachelor,16025,60,Single,Own,306,0.046138607,Home,22,3606,2609.416667,51588,0.277197154,0,53
04-04-2022,37,77037,486,,High School,16070,48,Married,Mortgage,1517,0.045234167,Education,19,9205,6419.75,6751,0.284304635,0,51
05-04-2022,44,19230,631,Employed,Bachelor,14415,96,Married,Mortgage,320,0.53231217,Home,18,988,1602.5,74903,0.237630692,0,55
202-204-06,50,43299,573,Epmloyed,Bachelro,6986,36,Married,Mortgage,339,0.310618815,Auto,22,3521,3608.25,55862,0.226681237,1,42.4
07-04-2022,30,30944,504,Employed,Associate,16434,48,Divorced,Mortgage,258,0.026409154,Home,23,828,2578.666667,11153,0.265386765,0,54
08-04-2022,57,88321,596,Employed,Associate,12002,36,Married,Rent,400,0.094056675,Auto,22,7642,7360.083333,7709,0.192577119,1,40
09-04-2022,36,21441,586,Employed,High School,16050,84,Married,Mortgage,101,0.331293168,Home,15,32036,1786.75,3753,0.265588361,0,57
10-04-2022,39,61227,630,,Doctorate,13954,36,Single,Other,524,0.315417896,Auto,25,1325,5102.25,28780,0.179027223,0,66
11-04-2022,31,45871,621,Employed,Master,,120,Single,Own,212,0.215943406,Education,27,892,3822.583333,117422,0.24709832,0,47
12-04-2022,18,64382,496,Employed,Bachelor,33091,36,Married,Own,1109,0.107453539,Debt Consolidation,25,5081,5365.166667,14607,0.308838452,0,50
13-04-2022,50,29865,582,NUEMPLOYED,Hihg School,16718,12,Married,Rent,295,0.078383173,Home,26,4524,2488.75,241786,0.191435551,0,51
14-04-2022,48,24756,627,,Bachelor,41113,24,Married,Other,304,0.265477059,Auto,29,3439,2063,381553,0.1620904,0,44
15-04-2022,36,64694,633,,High School,17451,84,Married,Rent,304,0.111868439,Debt Consolidation,26,13618,5391.166667,104436,0.234172087,0,43
16-04-2022,40,22513,522,Employed,Bachelor,8072,48,Single,Own,124,0.018025498,Debt Consolidation,26,3815,1876.083333,17289,0.252272986,0,55
17-04-2022,46,33458,593,Employed,Bachelor,,96,Single,Mortgage,731,0.431872744,Debt Consolidation,14,1415,2788.166667,109212,0.24046734,0,59
18-04-2022,21,35733,487,Self-Employed,Master,12140,48,Divorced,Mortgage,539,0.096433566,Home,20,4190,2977.75,7817,0.210912,0,54
19-04-2022,33,55408,,EMPLOYED,High School,29000,72,Divorced,Mortgage,269,0.281273995,Education,26,28541,4617.333333,84724,0.292520626,0,50
20-04-2022,49,21302,594,Unemployed,High School,28519,36,Married,Rent,388,0.150857753,Debt Consolidation,14,2850,1775.166667,75114,0.230987994,0,54
21-04-2022,24,44145,563,Employed,Master,25922,96,Married,Own,598,0.377226037,Debt Consolidation,22,5944,3678.75,8228,0.312833932,0,55
22-04-2022,43,55821,596,Employed,Master,33557,48,Married,Mortgage,438,0.252133363,Education,20,2914,4651.75,3196,0.24200841,0,53
23-04-2022,23,23368,591,Employed,Associate,14988,48,Divorced,Mortgage,1109,0.166192344,Debt Consolidation,32,2478,1947.333333,7258,0.1715904,0,51
24-04-2022,45,30625,600,Employed,High School,17518,48,Divorced,Rent,290,0.217421149,Home,29,2324,2552.083333,75243,0.250156634,0,47
25-04-2022,39,68546,576,Employed,Associate,5773,120,Widowed,Mortgage,359,0.057399822,Other,18,23759,5712.166667,12565,0.241155094,1,40.8
26-04-2022,20,36101,465,Employed,Bachelor,27390,24,Single,Own,324,0.222276024,Other,21,17587,3008.416667,9330,0.255373137,0,54
27-04-2022,53,53975,671,Employed,Master,25225,48,Single,Rent,580,0.246219618,Home,21,1275,4497.916667,91393,0.192216423,0,43
28-04-2022,31,78580,597,Unemployed,Bachelor,16496,48,Married,Own,239,0.444634902,Education,27,5830,6548.333333,20657,0.211942268,1,47.2
29-04-2022,30,40751,584,Employed,High School,9688,72,Married,Other,506,0.414748772,Debt Consolidation,33,3574,3395.916667,47921,0.218655118,0,56
30-04-2022,42,122818,494,Employed,Bachelor,11144,36,Single,Own,451,0.272193227,Debt Consolidation,24,2124,10234.83333,95730,0.239791632,1,41.6
01-05-2022,53,18038,,Employed,High School,12417,36,Single,Mortgage,257,0.326212446,Debt Consolidation,29,773,1503.166667,16976,0.153068654,0,58
202-205-02,27,32436,562,Epmloyed,High cShool,47961,84,Single,Mortgage,230,0.334595809,Other,32,314,2703,298561,0.295439151,0,61
03-05-2022,40,64283,549,Self-Employed,Associate,9878,24,Married,Other,508,0.14230506,Home,23,2995,5356.916667,145168,0.174493361,1,43.2
04-05-2022,45,31491,502,Employed,High School,63678,48,Single,Mortgage,406,0.241074813,Auto,23,2165,2624.25,10236,0.368256024,0,61
05-05-2022,48,54804,596,Employed,Master,12675,108,Divorced,Mortgage,272,0.298849889,Other,24,6036,4567,1838,0.267559563,0,52
06-05-2022,42,103883,492,Self-Employed,Associate,7950,36,Married,Rent,234,0.13484832,Auto,20,6262,8656.916667,14796,0.241551357,1,46.4
07-05-2022,35,27477,581,Self-Employed,Bachelor,11715,48,Widowed,Rent,665,0.578255506,Home,22,8048,2289.75,168541,0.222927398,0,58
08-05-2022,30,69073,622,Employed,Bachelor,48397,96,Single,Other,657,0.186616959,Other,20,1276,5756.083333,39822,0.25082332,0,47
09-05-2022,41,78951,624,Employed,Doctorate,,12,Married,Mortgage,338,0.171419119,Debt Consolidation,21,1187,6579.25,6993,0.207555977,0,56
10-05-2022,27,47430,,Employed,Master,15729,12,Married,Rent,579,0.213077675,Home,24,1038,3952.5,78802,0.193172831,0,52
11-05-2022,18,51163,587,Unemployed,Master,17552,36,Married,Mortgage,758,0.42675106,Education,38,4622,4263.583333,15225,0.223494028,0,59
12-05-2022,45,25688,609,Employed,Associate,26365,60,Single,Mortgage,425,0.285817863,Home,21,3868,2140.666667,67882,0.242364741,0,49
13-05-2022,50,64435,619,Employed,,33529,36,Divorced,Mortgage,78,0.077765851,Debt Consolidation,20,675,5369.583333,8137,0.22720279,0,50
14-05-2022,18,23373,601,Unemployed,Bachelor,37256,60,Married,Own,674,0.222229408,Auto,26,2933,1947.75,129625,0.247477814,0,50
15-05-2022,27,57366,596,Employed,Associate,16322,48,Widowed,Own,273,0.301552983,Education,27,3822,4780.5,83621,0.178588324,1,45.6
16-05-2022,47,36806,602,Employed,High School,8655,48,Married,Rent,1383,0.426065516,Home,16,2905,3067.166667,142965,0.243186,0,49
17-05-2022,64,41748,431,EMPLOYED,High School,32203,36,Widowed,Rent,644,0.73768568,Home,21,1387,3479,116833,0.260010209,0,54
18-05-2022,40,41210,462,,Associate,15124,72,Single,Mortgage,386,0.141934888,Education,23,3633,3434.166667,211862,0.258773406,1,36.8
19-05-2022,31,76620,609,Employed,,50148,60,Married,Rent,1087,0.206007383,Home,18,5044,6385,4724,0.2005184,0,51
20-05-2022,37,145021,508,Employed,Bachelor,44140,36,Divorced,Mortgage,389,0.43019128,Home,19,3780,12085.08333,10101,0.282072354,0,61
21-05-2022,56,62365,611,Employed,Bachelor,12017,96,Single,Own,361,0.284566639,Auto,27,1759,5197.083333,257870,0.22673912,1,35.2
22-05-2022,32,36261,608,Employed,Associate,25397,60,Married,Mortgage,565,0.383956025,Other,25,832,3021.75,23343,0.208748975,0,52
23-05-2022,30,17960,589,Employed,Associate,7716,96,Divorced,Rent,152,0.264069398,Auto,16,6533,1496.666667,27821,0.202026385,0,54
24-05-2022,34,100757,602,Unemployed,Bachelor,33228,36,Married,Mortgage,716,0.214865613,Other,21,2045,8396.416667,18853,0.218385269,0,51
25-05-2022,28,66910,566,Self-Employed,Doctorate,3729,36,Single,Rent,226,0.396069866,Home,20,571,5575.833333,13293,0.223051439,1,44.8
26-05-2022,41,38350,427,Employed,High School,33003,36,Single,Rent,737,0.368516778,Home,18,2120,3195.833333,159887,0.307829005,0,51
27-05-2022,59,59762,597,Employed,Bachelor,44397,60,Divorced,Mortgage,765,0.349214565,Home,26,851,4980.166667,142252,0.222626159,0,51
28-05-2022,43,,611,Employed,Associate,10478,,Married,Rent,371,0.072562738,Education,17,1231,6569.416667,4849,0.243194779,0,49
29-05-2022,36,,515,Employed,High School,24879,,Divorced,Rent,456,0.076585173,Education,22,2308,2601.416667,117883,0.235034337,0,49
30-05-2022,36,24664,430,Employed,Associate,6777,60,Single,Mortgage,460,0.108267573,Debt Consolidation,13,18042,2055.333333,67187,0.255590668,0,55
31-05-2022,21,21850,603,Employed,Bachelor,20937,48,Married,Mortgage,221,0.088533664,Auto,22,7718,1820.833333,3715,0.218537589,0,54
01-06-2022,50,27375,644,Employed,Bachelor,14487,24,Divorced,Mortgage,283,0.608863201,Home,23,3519,2281.25,1863,0.166984465,0,57
02-06-2022,39,30051,556,Employed,,23590,60,Divorced,Own,520,0.194933142,Auto,13,8588,2504.25,223726,0.216392323,0,46
03-06-2022,37,107007,573,Employed,Bachelor,23812,48,Single,Mortgage,491,0.415717899,Debt Consolidation,25,1583,8917.25,8804,0.243573381,1,44.8
04-06-2022,78,43612,607,Employed,High School,20901,72,Married,Other,449,0.37738183,Other,20,1563,3634.333333,277023,0.225565819,0,46
05-06-2022,43,59858,587,,Associate,22122,48,Married,Mortgage,336,0.13711069,Auto,33,470,4988.166667,65306,0.236429102,0,56
06-06-2022,30,81315,521,Employed,Associate,6303,96,Single,Rent,298,0.085653921,Debt Consolidation,17,1247,6776.25,7403,0.291847055,0,52
07-06-2022,34,67370,634,Employed,,17033,84,Widowed,Rent,1159,0.24120784,Debt Consolidation,23,2087,5614.166667,248160,0.23661086,0,48
08-06-2022,53,151952,622,Employed,High School,8540,60,Married,Other,248,0.123042717,Home,24,2292,12662.66667,37993,0.188337333,1,35.2
09-06-2022,41,42202,604,Employed,Associate,63106,12,Divorced,Rent,475,0.61318913,Auto,27,18361,3516.833333,8198,0.215676789,0,67
10-06-2022,22,38847,582,Empolyed,Associate,21882,60,Divorced,Other,638,0.419881121,Other,16,2341,3237.25,65542,0.258780403,0,57
11-06-2022,51,45064,652,Unemployed,Bachelor,18148,72,Married,Other,308,0.104866304,Education,20,2473,3755.333333,8055,0.197872943,0,49
12-06-2022,31,184008,626,Self-Employed,Bachelor,27495,48,Single,Rent,525,0.431823088,Home,28,2603,15334,3717,0.236751839,1,42.4
13-06-2022,62,99164,605,,Bachelor,47300,48,Widowed,Mortgage,84,0.477072769,Debt Consolidation,29,1322,8263.666667,183224,0.211701163,1,40
14-06-2022,52,26383,498,,Bachelor,15991,60,Married,Mortgage,322,0.260480512,Education,22,967,2198.583333,26903,0.243418961,0,53
15-06-2022,34,134951,593,Employde,High School,6879,60,Married,Mortgage,136,0.624247492,Other,22,2925,11245.91667,8585,0.215509364,1,45.6
16-06-2022,55,81171,475,Employed,Master,,72,Married,Other,522,0.449753196,Debt Consolidation,22,5524,6764.25,11316,0.295691041,0,71
17-06-2022,40,54822,572,Unemployed,Associate,,108,Married,Rent,434,0.33897384,Auto,18,4853,4568.5,5694,0.270913268,0,58
18-06-2022,50,56900,605,,High School,46568,48,Married,Mortgage,728,0.363605433,Auto,31,839,4741.666667,9211,0.240256986,0,51
19-06-2022,45,28563,598,Employed,,35991,72,Married,Own,196,0.602255219,Debt Consolidation,20,2016,2380.25,33962,0.271667299,0,60
20-06-2022,29,56115,593,Employed,Bachelor,24026,36,Single,Own,803,0.589628302,Debt Consolidation,32,348,4676.25,3563,0.235256698,0,59
21-06-2022,32,31987,545,Employed,High School,13356,36,Married,Other,333,0.121211696,Debt Consolidation,29,2545,2665.583333,3373,0.248140052,0,63
22-06-2022,52,48343,564,Employed,Doctorate,25223,36,Widowed,Own,177,0.325717992,Other,27,3636,4028.583333,75189,0.211179689,1,43.2
23-06-2022,35,80624,613,Employed,Bachelor,40120,84,Married,Own,669,0.1553128,Home,18,1399,6718.666667,10048,0.251087288,0,46
24-06-2022,35,40573,539,Employed,Associate,42138,72,Married,Rent,550,0.119830198,Home,25,2458,3381.083333,8677,0.271666043,0,56
25-06-2022,28,40283,593,Employed,Associate,26526,60,Divorced,Own,186,0.480824741,Debt Consolidation,24,7589,3356.916667,69080,0.248020892,0,54
26-06-2022,45,,618,Employed,High School,11642,,Divorced,Own,246,0.159902827,Debt Consolidation,18,6880,4873.583333,7526,0.209575336,1,36.8
27-06-2022,64,151905,694,Unemployed,Doctorate,34902,60,Married,Own,213,0.142949522,Education,16,1041,12658.75,2650,0.219907257,1,36.8
28-06-2022,27,96088,406,Employed,Bachelor,38498,60,Married,Rent,390,0.125589687,Other,17,3994,8007.333333,146310,0.30571218,0,51
29-06-2022,40,52763,629,Employed,Bachelor,15321,84,Single,Mortgage,133,0.375703446,Debt Consolidation,18,3848,4396.916667,31456,0.226659162,0,55
30-06-2022,56,48483,642,EMPLOYED,Bachelor,24687,60,Divorced,Own,1511,0.080907134,Debt Consolidation,20,1165,4040.25,263620,0.221252516,0,42
01-07-2022,39,155598,617,Employed,Master,20062,96,Married,Other,264,0.243349082,Other,26,1036,12966.5,14996,0.28276338,1,40.8
02-07-2022,45,15000,569,Employed,Bachelor,57848,48,Married,Mortgage,509,0.342869894,Debt Consolidation,21,2406,1250,9724,0.282784341,0,63
03-07-2022,27,63718,577,,,14893,24,Divorced,Other,1056,0.237454352,Other,23,3180,5309.833333,152297,0.217941316,0,47
04-07-2022,45,57404,607,Employed,Bachelor,15880,36,Divorced,Rent,266,0.057199549,Auto,17,1233,4783.666667,6148,0.204835773,1,38.4
05-07-2022,37,69176,508,Self-Employed,Bachelor,29570,36,Single,Rent,795,0.098493899,Education,25,5116,5764.666667,32631,0.285303976,0,57
06-07-2022,51,74388,665,Unemployed,Doctorate,17910,48,Divorced,Mortgage,361,0.099235464,Home,19,1063,6199,91783,0.17186464,1,38.4
07-07-2022,54,126484,638,Self-Employed,Bachelor,18851,60,Single,Rent,436,0.362416363,Home,24,1736,10540.33333,12967,0.214843259,1,46.4
08-07-2022,71,72155,569,Employed,Associate,14946,24,Single,Mortgage,379,0.396288902,Education,25,2496,6012.916667,7829,0.185232577,1,42.4
09-07-2022,46,17058,618,Employed,High School,16012,36,Single,Own,327,0.549617003,Education,29,6003,1421.5,7006,0.209993879,0,61
10-07-2022,43,20846,604,Employed,Associate,6065,60,Married,Other,868,0.448377836,Home,27,1058,1737.166667,83416,0.224387684,0,62
11-07-2022,42,49046,482,Employed,Bachelor,58464,96,Single,Own,629,0.63794588,Debt Consolidation,17,1229,4087.166667,42660,0.349736746,0,59
12-07-2022,35,58562,,Employed,High School,19794,36,Single,Rent,442,0.647038905,Education,21,4916,4880.166667,5498,0.279419598,0,58
13-07-2022,44,111791,609,Unemployed,Bachelor,31234,24,Married,Mortgage,305,0.358820913,Education,27,2096,9315.916667,10036,0.178362837,1,42.4
14-07-2022,36,,606,Employed,Master,20138,,Married,Rent,382,0.24746994,Debt Consolidation,27,18060,3483.75,1517,0.208762621,0,49
15-07-2022,42,15000,563,Employed,High School,18599,60,Divorced,Own,267,0.207876922,Auto,27,4389,1250,4835,0.232018641,0,57
16-07-2022,55,65422,614,Employed,Bachelor,17303,60,Single,Other,118,0.244451117,Home,32,16719,5451.833333,13320,0.201267029,1,39.2
17-07-2022,27,38858,585,Employed,High School,55356,24,Married,Rent,360,0.657517477,Home,23,6171,3238.166667,134135,0.239481202,0,57
18-07-2022,53,52245,528,Employed,High School,17590,72,Married,Own,713,0.880235703,Debt Consolidation,20,3489,4353.75,42429,0.257207303,0,58
19-07-2022,55,23284,636,Employed,High School,20076,24,Married,Mortgage,404,0.580811216,Home,20,5293,1940.333333,5950,0.175655088,0,59
20-07-2022,38,101576,622,Employed,Bachelor,22153,96,Married,Rent,381,0.273309289,Debt Consolidation,21,5670,8464.666667,18579,0.287783615,0,48
2022-072-1,18,25872,571,SelfE-mployed,oDctorate,33683,60,Married,Rent,300,0.138090892,Debt Consolidation,21,2662,2156,9090,0.264802043,0,59
22-07-2022,32,59565,625,Employed,Bachelor,110702,24,Single,Rent,114,0.56695066,Auto,27,552,4963.75,27955,0.293363143,0,57
23-07-2022,55,52155,599,Employed,High School,30428,72,Married,Other,232,0.216428166,Debt Consolidation,20,2772,4346.25,183800,0.255245565,0,47
24-07-2022,39,57811,575,Employed,High School,,48,Single,Rent,763,0.303416512,Auto,20,9484,4817.583333,8356,0.198620398,1,42.4
25-07-2022,28,27030,569,Employed,Bachelor,14979,48,Divorced,Mortgage,223,0.046463075,Home,25,486,2252.5,110648,0.217876267,0,47
26-07-2022,33,26410,589,Employed,High School,12913,24,Married,Mortgage,771,0.324790099,Home,15,2619,2200.833333,10002,0.183421814,0,57
27-07-2022,50,90238,641,Self-Employed,Bachelor,25273,48,Single,Rent,334,0.34271551,Education,20,15176,7519.833333,24693,0.189089664,1,43.2
28-07-2022,46,,519,Employed,High School,17259,,Married,Mortgage,354,0.260713324,Debt Consolidation,27,314,4825.666667,24968,0.26932876,0,52
29-07-2022,37,60662,591,Self-Employed,High School,25521,24,Single,Rent,495,0.565035866,Education,17,4364,5055.166667,916699,0.199923762,1,42.4
